,Questions,Category0,Category1,Category2
4728,Jackson Pollock was a native of what country ?,LOCATION,LOC,country
4729,What makes sperm ?,DESCRIPTION,DESC,reason
4730,How do I know how much money to save for retirement ?,DESCRIPTION,DESC,manner
4731,What does the dot on the letter i mean ?,DESCRIPTION,DESC,def
4732,Who wrote The Godfather ?,HUMAN,HUM,ind
4733,What is the origin of the term soda jerk ?,DESCRIPTION,DESC,desc
4734,What is the frequency of VHF ?,NUMERIC,NUM,other
4735,What sport does Chris Jogis play ?,ENTITY,ENTY,sport
4736,What island was the target of the U.S. 's Operation Urgent Fury ?,LOCATION,LOC,other
4737,What is a fear of robbers ?,ENTITY,ENTY,dismed
4738,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,ENTITY,ENTY,cremat
4739,What is the cause of endangered species ?,DESCRIPTION,DESC,reason
4740,Which of the following TV newsmen was a Rhodes scholar ?,HUMAN,HUM,ind
4741,What did Warlock wear on his forehead in Marvel comics ?,ENTITY,ENTY,other
4742,What is the softest part of the body ?,ENTITY,ENTY,body
4743,What six-foot temperance advocate wielded her hatchet on saloons ?,HUMAN,HUM,ind
4744,How many islands does Fiji have ?,NUMERIC,NUM,count
4745,What line divided the North and South in the U.S. Civil War ?,ENTITY,ENTY,other
4746,What is the definition of cecum ?,DESCRIPTION,DESC,def
4747,Who invented volleyball ?,HUMAN,HUM,ind
4748,What 's the most powerful country in the world ?,LOCATION,LOC,country
4749,How do I do this ?,DESCRIPTION,DESC,manner
4750,Name a ballet company Mikhail Baryshnikov has danced for ?,HUMAN,HUM,gr
4751,Who led the Normans to victory in the Battle of Hastings ?,HUMAN,HUM,ind
4752,What is the origin of the word `` Teddy bear '' ?,DESCRIPTION,DESC,desc
4753,What percentage of the world 's plant and animal species can be found in the Amazon forests ?,NUMERIC,NUM,perc
4754,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",HUMAN,HUM,ind
4755,Who invented the horoscope ?,HUMAN,HUM,ind
4756,What nutrients are for healthy bones and teeth ?,ENTITY,ENTY,food
4757,What are Fortune 500 companies ?,DESCRIPTION,DESC,def
4758,What is the difference between ninjitsu and kung fu ?,DESCRIPTION,DESC,desc
4759,What king was forced to agree to the Magna Carta ?,HUMAN,HUM,ind
4760,How many electoral college votes does Colorado have ?,NUMERIC,NUM,count
4761,What were Babe Ruth 's Christian names ?,HUMAN,HUM,ind
4762,How many bottles of wine were prisoners in the Bastille allowed per day ?,NUMERIC,NUM,count
4763,Where do lobsters like to live ?,LOCATION,LOC,other
4764,"Who was the first elected mayor of Washington , D.C. ?",HUMAN,HUM,ind
4765,What are the wolverine habits ?,ENTITY,ENTY,other
4766,How do you fix squeaky floors ?,DESCRIPTION,DESC,manner
4767,When was the Big Thompson flood ?,NUMERIC,NUM,date
4768,What good are mosquitoes ?,DESCRIPTION,DESC,desc
4769,How do you get bubblegum out of carpet ?,DESCRIPTION,DESC,manner
4770,"What 's played at Wembley Stadium , London , every May ?",ENTITY,ENTY,sport
4771,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",HUMAN,HUM,ind
4772,How many hours of work does it take a typist to complete a 100-page screenplay ?,NUMERIC,NUM,count
4773,What is Alice Cooper 's real name ?,HUMAN,HUM,ind
4774,What is the Peloponnesian League ?,DESCRIPTION,DESC,def
4775,What two cities usually mark the extremes of English Channel swims ?,LOCATION,LOC,city
4776,How many times does the tide ebb and flow each day ?,NUMERIC,NUM,count
4777,Who invented television ?,HUMAN,HUM,ind
4778,What are tannins ?,DESCRIPTION,DESC,def
4779,How does General Mills manufacture Cheerios ?,DESCRIPTION,DESC,manner
4780,What was Jimmy Durante 's theme song ?,ENTITY,ENTY,cremat
4781,Name the person who burst through the screen in the Lite beer commercials .,HUMAN,HUM,ind
4782,What delicacy is known indelicately as pickled roe ?,ENTITY,ENTY,food
4783,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,ENTITY,ENTY,food
4784,What U.S. vice-president killed Alexander Hamilton in a duel ?,HUMAN,HUM,ind
4785,What 's the Fahrenheit equivalent of zero degrees centigrade ?,NUMERIC,NUM,temp
4786,How many muscles does an oyster have ?,NUMERIC,NUM,count
4787,"What card game derived its name from biritch , or Russian Whist ?",ENTITY,ENTY,sport
4788,Who wrote `` Much Ado About Nothing '' ?,HUMAN,HUM,ind
4789,What is the collective noun for geese ?,ENTITY,ENTY,word
4790,What personality traits are Capricorns said to have ?,DESCRIPTION,DESC,desc
4791,Where can I get information concerning child custody files for the State of Utah ?,LOCATION,LOC,other
4792,What was John F. Kennedy 's 1960 campaign song ?,ENTITY,ENTY,cremat
4793,What Louisiana Senator won a seat that had been held by his father and mother ?,HUMAN,HUM,ind
4794,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,ENTITY,ENTY,cremat
4795,What invention does the principle of conservation of energy make impossible ?,ENTITY,ENTY,techmeth
4796,What 's the highest-ranking suit in bridge ?,ENTITY,ENTY,other
4797,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,HUMAN,HUM,ind
4798,What writer is famous for physically putting himself into the center of his subject matter ?,HUMAN,HUM,ind
4799,Who 's the lead singer of the Led Zeppelin band ?,HUMAN,HUM,ind
4800,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",HUMAN,HUM,ind
4801,Who plays the cop in the movie `` Kindergarten Cop '' ?,HUMAN,HUM,ind
4802,How many characters makes up a word for typing test purposes ?,NUMERIC,NUM,count
4803,What non-mechanical sport achieves the highest speeds ?,ENTITY,ENTY,sport
4804,What was the 1940 annual salary for a boilermaker ?,NUMERIC,NUM,money
4805,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",HUMAN,HUM,ind
4806,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",ENTITY,ENTY,sport
4807,What country saw the origin of the Asian Flu ?,LOCATION,LOC,country
4808,Who is the richest woman in the world ?,HUMAN,HUM,ind
4809,Where can I take a test that will tell me what I should be when I grow up ?,LOCATION,LOC,other
4810,What caused the death of Bob Marley ?,DESCRIPTION,DESC,reason
4811,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",HUMAN,HUM,title
4812,What daily newspaper will `` help you see clearer across the USA '' ?,ENTITY,ENTY,cremat
4813,What lake in Scotland is said to hold one or more monsters ?,LOCATION,LOC,other
4814,Who were the 1974 Oscar winners ?,HUMAN,HUM,ind
4815,What kind of business is 7-Eleven ?,HUMAN,HUM,gr
4816,What is Sinn Fein ?,DESCRIPTION,DESC,def
4817,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",ENTITY,ENTY,dismed
4818,What do river otters eat ?,ENTITY,ENTY,food
4819,"Who wrote the book , `` Huckleberry Finn '' ?",HUMAN,HUM,ind
4820,Who would you use the Heimlich maneuver on ?,HUMAN,HUM,ind
4821,What famed library can you reach by dialing 22-287-5 ?,LOCATION,LOC,other
4822,What five-time winner of the Kentucky Derby lost his first 25 races ?,ENTITY,ENTY,animal
4823,What did Vasco da Gama discover ?,ENTITY,ENTY,other
4824,What is Megan 's law ?,DESCRIPTION,DESC,def
4825,Where can I get a complete listing of showtimes in my area ?,LOCATION,LOC,other
4826,Where 's Montenegro ?,LOCATION,LOC,other
4827,What is usenet for the Internet ?,DESCRIPTION,DESC,def
4828,What are field effect transistors ?,DESCRIPTION,DESC,def
4829,What was the killer whale who died at Sea World of a fungal infection named ?,ENTITY,ENTY,animal
4830,What is witch hazel ?,DESCRIPTION,DESC,def
4831,What is state tree of Nebraska ?,ENTITY,ENTY,plant
4832,Where is Glasgow ?,LOCATION,LOC,other
4833,Why is Chicago named Chicago ?,DESCRIPTION,DESC,reason
4834,What three colors of ink are used to print a U.S. dollar bill ?,ENTITY,ENTY,color
4835,What exactly is the purpose of the anteater ?,DESCRIPTION,DESC,reason
4836,What is the correct way to use `` may '' vs. `` might '' ?,ENTITY,ENTY,techmeth
4837,What North American city boasts the biggest Polish population ?,LOCATION,LOC,city
4838,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",HUMAN,HUM,ind
4839,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",LOCATION,LOC,other
4840,What does a pedometer measure ?,ENTITY,ENTY,other
4841,What is Maurizio Pellegrin 's age ?,NUMERIC,NUM,period
4842,How many thousands of students attend the University of Massachusetts ?,NUMERIC,NUM,count
4843,Name the U.S. Senate majority leader and the Speaker of the House .,HUMAN,HUM,ind
4844,What name did football 's New York Titans adopt in 1963 ?,HUMAN,HUM,gr
4845,What female suspect in the game of Clue is single ?,HUMAN,HUM,ind
4846,Who owns CNN ?,HUMAN,HUM,ind
4847,About how many Americans are still unaccounted for from the Vietnam war ?,NUMERIC,NUM,count
4848,What is the chemical reactivity of neon ?,NUMERIC,NUM,other
4849,What is an auto-commentary ?,DESCRIPTION,DESC,def
4850,What is the oldest website on the Internet ?,LOCATION,LOC,other
4851,What is deconstructionism ?,DESCRIPTION,DESC,def
4852,What did Lenny Bruce say that got him arrested ?,DESCRIPTION,DESC,desc
4853,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,ENTITY,ENTY,cremat
4854,What is a fear of speaking ?,ENTITY,ENTY,dismed
4855,What was Hitler 's favorite movie ?,ENTITY,ENTY,cremat
4856,Why do airliners crash vs. gliding down ?,DESCRIPTION,DESC,reason
4857,What are those little blue reflectors in the middle of the road for ?,DESCRIPTION,DESC,reason
4858,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",HUMAN,HUM,ind
4859,How is saline used in medicine ?,DESCRIPTION,DESC,manner
4860,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",ENTITY,ENTY,termeq
4861,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",ENTITY,ENTY,event
4862,What country are you visiting if you land at President Duvalier Airport ?,LOCATION,LOC,country
4863,What attorney-general ordered the closing of Alcatraz ?,HUMAN,HUM,ind
4864,What is the capital of Congo ?,LOCATION,LOC,city
4865,What is the text of the Fifth Amendment ?,DESCRIPTION,DESC,desc
4866,What is a country that starts with the letter x ?,LOCATION,LOC,country
4867,What countries earn the most from tourism ?,LOCATION,LOC,country
4868,What is the Internet2 ?,DESCRIPTION,DESC,def
4869,Which city in China has the largest number of foreign financial companies ?,LOCATION,LOC,city
4870,When are the Oscars Academy Awards in 1999 ?,NUMERIC,NUM,date
4871,Who was the prophet of the Jewish people ?,HUMAN,HUM,ind
4872,What is the most common name ?,HUMAN,HUM,ind
4873,Who was the oldest U.S. president ?,HUMAN,HUM,ind
4874,"What common plant has a button , cap , cup , gills , and ring ?",ENTITY,ENTY,plant
4875,When was Dubai 's first concrete house built ?,NUMERIC,NUM,date
4876,What is the Milky Way ?,DESCRIPTION,DESC,def
4877,What is Remembrance Day all about ?,DESCRIPTION,DESC,desc
4878,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,ENTITY,ENTY,food
4879,What diamond producer controls about 80% of the world 's diamonds ?,HUMAN,HUM,gr
4880,Who is the prophet of the religion of Islam ?,HUMAN,HUM,ind
4881,Who portrayed Maggio in the film From Here to Eternity ?,HUMAN,HUM,ind
4882,Where are zebras most likely found ?,LOCATION,LOC,other
4883,What are the odds of giving birth to twins ?,NUMERIC,NUM,perc
4884,"What is the best place to live in the world , considering climate , civilization ?",LOCATION,LOC,other
4885,What is meant by `` capital market '' ?,DESCRIPTION,DESC,def
4886,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",DESCRIPTION,DESC,manner
4887,What ship did Lloyd M. Bucher command ?,ENTITY,ENTY,veh
4888,Name a medicine commonly used to combat AIDS ?,ENTITY,ENTY,dismed
4889,What is the difference between hair and fur ?,DESCRIPTION,DESC,desc
4890,What is the difference between love and infatuation ?,DESCRIPTION,DESC,desc
4891,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,HUMAN,HUM,ind
4892,What foods contain vitamin B12 ?,ENTITY,ENTY,food
4893,What is the amount of money owed for illegally having a dog on a beach ?,NUMERIC,NUM,money
4894,What are the first and last letters of the Greek alphabet ?,ENTITY,ENTY,letter
4895,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,LOCATION,LOC,other
4896,How big is the largest diamond ?,NUMERIC,NUM,volsize
4897,What are some ways to help someone with Chicken Pox ?,ENTITY,ENTY,techmeth
4898,How do I find out the exact time of a sunset for a particular day ?,DESCRIPTION,DESC,manner
4899,When did the original Howdy Doody show go off the air ?,NUMERIC,NUM,date
4900,How many languages are there in the world ?,NUMERIC,NUM,count
4901,Who was Picasso ?,HUMAN,HUM,desc
4902,Who were the only two bald U.S. Presidents ?,HUMAN,HUM,ind
4903,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,HUMAN,HUM,ind
4904,What river flows past the Temple of Karnak ?,LOCATION,LOC,other
4905,What comedian was The Perfect Fool ?,HUMAN,HUM,ind
4906,What are the benefits of a rowing machine ?,DESCRIPTION,DESC,desc
4907,Where do you find information about the Queensland National Competition Policy,LOCATION,LOC,other
4908,What 's a `` coup de poing '' to a French boxer ?,DESCRIPTION,DESC,def
4909,What 's the difference between carelessness and carefreeness ?,DESCRIPTION,DESC,desc
4910,What is the Islamic counterpart to the Red Cross ?,ENTITY,ENTY,termeq
4911,Why does tuberculosis afflict people ?,DESCRIPTION,DESC,reason
4912,Who loved Flash Gordon besides Dale ?,HUMAN,HUM,ind
4913,What is tyvek ?,DESCRIPTION,DESC,def
4914,What do humans catch zoonose diseases from ?,ENTITY,ENTY,other
4915,How did Asia get its name ?,DESCRIPTION,DESC,manner
4916,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,ENTITY,ENTY,veh
4917,Where can I get information on the original 13 US colonies ?,LOCATION,LOC,other
4918,For what disease is the drug Sinemet used as a treatment ?,ENTITY,ENTY,dismed
4919,What are three ways in which wind is created on the earth ?,ENTITY,ENTY,techmeth
4920,What gender is not allowed to vote in Kuwait ?,ENTITY,ENTY,other
4921,How many inches over six feet is Tom Selleck ?,NUMERIC,NUM,count
4922,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,ENTITY,ENTY,dismed
4923,Who 's the only president buried in Washington,HUMAN,HUM,ind
4924,How much could you rent a Volkswagen bug for in 1966 ?,NUMERIC,NUM,money
4925,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,HUMAN,HUM,ind
4926,"What is the mean income of the top 10% , top 5% , and top 1% ?",NUMERIC,NUM,money
4927,What North American city sprouts the most parking meters ?,LOCATION,LOC,city
4928,What is the largest and most expensive freeway construction project in the U.S. right now ?,LOCATION,LOC,other
4929,What can I do to get into an Ivy League school ?,DESCRIPTION,DESC,desc
4930,What film did Louise Fletcher win the best actress Oscar for ?,ENTITY,ENTY,cremat
4931,Where did Gulliver find a race of tiny people ?,LOCATION,LOC,other
4932,"What 1950 film won seven Oscars , including best picture ?",ENTITY,ENTY,cremat
4933,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,NUMERIC,NUM,count
